Rating,ID,Title,Title Slug
2123.5708982185,1970,"Last Day Where You Can Still Cross",last-day-where-you-can-still-cross
2121.3147151648,972,"Equal Rational Numbers",equal-rational-numbers
2120.4466386371,2376,"Count Special Integers",count-special-integers
2118.7923652824,1601,"Maximum Number of Achievable Transfer Requests",maximum-number-of-achievable-transfer-requests
2118.3732356694,3093,"Longest Common Suffix Queries",longest-common-suffix-queries
2116.4935282950,1547,"Minimum Cost to Cut a Stick",minimum-cost-to-cut-a-stick
2116.3244842355,2967,"Minimum Cost to Make Array Equalindromic",minimum-cost-to-make-array-equalindromic
2115.0911494487,1483,"Kth Ancestor of a Tree Node",kth-ancestor-of-a-tree-node
2109.9830154953,1172,"Dinner Plate Stacks",dinner-plate-stacks
2108.5054318055,3108,"Minimum Cost Walk in Weighted Graph",minimum-cost-walk-in-weighted-graph
2105.8582288624,2209,"Minimum White Tiles After Covering With Carpets",minimum-white-tiles-after-covering-with-carpets
2105.7761215397,1937,"Maximum Number of Points with Cost",maximum-number-of-points-with-cost
2104.9526046945,1944,"Number of Visible People in a Queue",number-of-visible-people-in-a-queue
2104.7441214305,2088,"Count Fertile Pyramids in a Land",count-fertile-pyramids-in-a-land
2101.8673420040,2430,"Maximum Deletions on a String",maximum-deletions-on-a-string
2100.3248877105,793,"Preimage Size of Factorial Zeroes Function",preimage-size-of-factorial-zeroes-function
2096.6201393558,778,"Swim in Rising Water",swim-in-rising-water
2096.6098086765,899,"Orderly Queue",orderly-queue
2094.5924265370,1976,"Number of Ways to Arrive at Destination",number-of-ways-to-arrive-at-destination
2093.0316157073,3123,"Find Edges in Shortest Paths",find-edges-in-shortest-paths
2092.8943149547,2402,"Meeting Rooms III",meeting-rooms-iii
2092.5366031561,2444,"Count Subarrays With Fixed Bounds",count-subarrays-with-fixed-bounds
2092.4861692502,1049,"Last Stone Weight II",last-stone-weight-ii
2092.0222850837,2412,"Minimum Money Required Before Transactions",minimum-money-required-before-transactions
2091.6580433632,2842,"Count K-Subsequences of a String With Maximum Beauty",count-k-subsequences-of-a-string-with-maximum-beauty
2091.6474629767,2751,"Robot Collisions",robot-collisions
2091.3820373571,1383,"Maximum Performance of a Team",maximum-performance-of-a-team
2090.6800569319,2193,"Minimum Number of Moves to Make Palindrome",minimum-number-of-moves-to-make-palindrome
2090.4183788498,2318,"Number of Distinct Roll Sequences",number-of-distinct-roll-sequences
2087.2049275667,1563,"Stone Game V",stone-game-v
2084.9697035674,982,"Triples with Bitwise AND Equal To Zero",triples-with-bitwise-and-equal-to-zero
2084.6866916045,1192,"Critical Connections in a Network",critical-connections-in-a-network
2084.5752686737,2267,"Check if There Is a Valid Parentheses String Path",check-if-there-is-a-valid-parentheses-string-path
2084.4980206639,2009,"Minimum Number of Operations to Make Array Continuous",minimum-number-of-operations-to-make-array-continuous
2084.2010769193,774,"Minimize Max Distance to Gas Station",minimize-max-distance-to-gas-station
2084.1404698713,2050,"Parallel Courses III",parallel-courses-iii
2081.8087755451,1494,"Parallel Courses II",parallel-courses-ii
2081.7518764643,1847,"Closest Room",closest-room
2081.6985298770,2857,"Count Pairs of Points With Distance k",count-pairs-of-points-with-distance-k
2081.6909344021,1639,"Number of Ways to Form a Target String Given a Dictionary",number-of-ways-to-form-a-target-string-given-a-dictionary
2081.1880297942,2560,"House Robber IV",house-robber-iv
2080.7845644831,2555,"Maximize Win From Two Segments",maximize-win-from-two-segments
2080.0425875741,1718,"Construct the Lexicographically Largest Valid Sequence",construct-the-lexicographically-largest-valid-sequence
2079.9846866239,1643,"Kth Smallest Instructions",kth-smallest-instructions
2079.1911227043,975,"Odd Even Jump",odd-even-jump
2078.6986769435,1712,"Ways to Split Array Into Three Subarrays",ways-to-split-array-into-three-subarrays
2078.5417326415,1786,"Number of Restricted Paths From First to Last Node",number-of-restricted-paths-from-first-to-last-node
2077.5054883516,843,"Guess the Word",guess-the-word
2077.4738459704,2959,"Number of Possible Sets of Closing Branches",number-of-possible-sets-of-closing-branches
2076.8975497986,1088,"Confusing Number II",confusing-number-ii
2076.0155978787,2449,"Minimum Number of Operations to Make Arrays Similar",minimum-number-of-operations-to-make-arrays-similar
2075.9046975409,2354,"Number of Excellent Pairs",number-of-excellent-pairs
2074.8331146269,2906,"Construct Product Matrix",construct-product-matrix
2074.4120526679,871,"Minimum Number of Refueling Stops",minimum-number-of-refueling-stops
2073.0480193170,2845,"Count of Interesting Subarrays",count-of-interesting-subarrays
2073.0124645606,1850,"Minimum Adjacent Swaps to Reach the Kth Smallest Number",minimum-adjacent-swaps-to-reach-the-kth-smallest-number
2072.7264178313,1799,"Maximize Score After N Operations",maximize-score-after-n-operations
2071.6322841217,2866,"Beautiful Towers II",beautiful-towers-ii
2071.3282145398,3154,"Find Number of Ways to Reach the K-th Stair",find-number-of-ways-to-reach-the-k-th-stair
2071.3208991938,2607,"Make K-Subarray Sums Equal",make-k-subarray-sums-equal
2070.2102619334,1808,"Maximize Number of Nice Divisors",maximize-number-of-nice-divisors
2069.7848729824,2514,"Count Anagrams",count-anagrams
2069.4030284676,1168,"Optimize Water Distribution in a Village",optimize-water-distribution-in-a-village
2068.8066375660,1368,"Minimum Cost to Make at Least One Valid Path in a Grid",minimum-cost-to-make-at-least-one-valid-path-in-a-grid
2068.0043466118,1770,"Maximum Score from Performing Multiplication Operations",maximum-score-from-performing-multiplication-operations
2067.0643721733,855,"Exam Room",exam-room
2066.0972575597,801,"Minimum Swaps To Make Sequences Increasing",minimum-swaps-to-make-sequences-increasing
2062.9876807625,2156,"Find Substring With Given Hash Value",find-substring-with-given-hash-value
2062.3601158741,2106,"Maximum Fruits Harvested After at Most K Steps",maximum-fruits-harvested-after-at-most-k-steps
2060.3799915170,2366,"Minimum Replacements to Sort the Array",minimum-replacements-to-sort-the-array
2060.0818824378,2681,"Power of Heroes",power-of-heroes
2060.0720834082,2508,"Add Edges to Make Degrees of All Nodes Even",add-edges-to-make-degrees-of-all-nodes-even
2059.4040623264,1131,"Maximum of Absolute Value Expression",maximum-of-absolute-value-expression
2057.4788263111,2197,"Replace Non-Coprime Numbers in Array",replace-non-coprime-numbers-in-array
2056.3354942160,1473,"Paint House III",paint-house-iii
2056.2598215101,2542,"Maximum Subsequence Score",maximum-subsequence-score
2055.0970201875,1575,"Count All Possible Routes",count-all-possible-routes
2053.7468090497,839,"Similar String Groups",similar-string-groups
2053.3546092920,2467,"Most Profitable Path in a Tree",most-profitable-path-in-a-tree
2052.8622720512,3072,"Distribute Elements Into Two Arrays II",distribute-elements-into-two-arrays-ii
2051.0879431258,1856,"Maximum Subarray Min-Product",maximum-subarray-min-product
2050.7159774570,1224,"Maximum Equal Frequency",maximum-equal-frequency
2050.2553211463,1648,"Sell Diminishing-Valued Colored Balls",sell-diminishing-valued-colored-balls
2048.0976546787,1553,"Minimum Number of Days to Eat N Oranges",minimum-number-of-days-to-eat-n-oranges
2047.3919190727,2948,"Make Lexicographically Smallest Array by Swapping Elements",make-lexicographically-smallest-array-by-swapping-elements
2046.2618466463,3113,"Find the Number of Subarrays Where Boundary Elements Are Maximum",find-the-number-of-subarrays-where-boundary-elements-are-maximum
2043.1015779104,2735,"Collecting Chocolates",collecting-chocolates
2042.4005521254,2551,"Put Marbles in Bags",put-marbles-in-bags
2040.5621123027,1751,"Maximum Number of Events That Can Be Attended II",maximum-number-of-events-that-can-be-attended-ii
2040.5392890370,1371,"Find the Longest Substring Containing Vowels in Even Counts",find-the-longest-substring-containing-vowels-in-even-counts
2039.1108746890,1201,"Ugly Number III",ugly-number-iii
2038.8592725467,1590,"Make Sum Divisible by P",make-sum-divisible-by-p
2037.6527962599,2116,"Check if a Parentheses String Can Be Valid",check-if-a-parentheses-string-can-be-valid
2036.7410194704,2245,"Maximum Trailing Zeros in a Cornered Path",maximum-trailing-zeros-in-a-cornered-path
2036.7206020719,1348,"Tweet Counts Per Frequency",tweet-counts-per-frequency
2034.9740902393,1140,"Stone Game II",stone-game-ii
2034.9420578559,1335,"Minimum Difficulty of a Job Schedule",minimum-difficulty-of-a-job-schedule
2034.6759416871,947,"Most Stones Removed with Same Row or Column",most-stones-removed-with-same-row-or-column
2034.4067304341,828,"Count Unique Characters of All Substrings of a Given String",count-unique-characters-of-all-substrings-of-a-given-string
2033.4597721985,2136,"Earliest Possible Day of Full Bloom",earliest-possible-day-of-full-bloom
2033.1699277531,2262,"Total Appeal of A String",total-appeal-of-a-string
2032.4773038683,1425,"Constrained Subsequence Sum",constrained-subsequence-sum
2030.9227703010,2919,"Minimum Increment Operations to Make Array Beautiful",minimum-increment-operations-to-make-array-beautiful
2030.1021023033,2426,"Number of Pairs Satisfying Inequality",number-of-pairs-satisfying-inequality
2029.4024513478,2772,"Apply Operations to Make All Array Elements Equal to Zero",apply-operations-to-make-all-array-elements-equal-to-zero
2029.1301557536,1231,"Divide Chocolate",divide-chocolate
2027.8772739639,895,"Maximum Frequency Stack",maximum-frequency-stack
2027.7304121046,1320,"Minimum Distance to Type a Word Using Two Fingers",minimum-distance-to-type-a-word-using-two-fingers
2027.3839266711,1626,"Best Team With No Conflicts",best-team-with-no-conflicts
2026.8957817007,1406,"Stone Game III",stone-game-iii
2025.1529365814,1067,"Digit Count in Range",digit-count-in-range
2025.0377429311,751,"IP to CIDR",ip-to-cidr
2024.3797833173,1734,"Decode XORed Permutation",decode-xored-permutation
2023.4303440211,2597,"The Number of Beautiful Subsets",the-number-of-beautiful-subsets
2022.8520613737,1235,"Maximum Profit in Job Scheduling",maximum-profit-in-job-scheduling
2022.4752963768,1210,"Minimum Moves to Reach Target with Rotations",minimum-moves-to-reach-target-with-rotations
2022.3137128296,2251,"Number of Flowers in Full Bloom",number-of-flowers-in-full-bloom
2021.7790710467,2271,"Maximum White Tiles Covered by a Carpet",maximum-white-tiles-covered-by-a-carpet
2020.7095306378,2741,"Special Permutations",special-permutations
2020.6775180586,2517,"Maximum Tastiness of Candy Basket",maximum-tastiness-of-candy-basket
2020.1846215023,3027,"Find the Number of Ways to Place People II",find-the-number-of-ways-to-place-people-ii
2019.9859462755,2547,"Minimum Cost to Split an Array",minimum-cost-to-split-an-array
2019.5399647546,909,"Snakes and Ladders",snakes-and-ladders
2016.2085876254,3008,"Find Beautiful Indices in the Given Array II",find-beautiful-indices-in-the-given-array-ii
2015.7291888336,1353,"Maximum Number of Events That Can Be Attended",maximum-number-of-events-that-can-be-attended
2014.7655493665,1354,"Construct Target Array With Multiple Sums",construct-target-array-with-multiple-sums
2014.2979320644,1105,"Filling Bookcase Shelves",filling-bookcase-shelves
2013.4354344791,2472,"Maximum Number of Non-overlapping Palindrome Substrings",maximum-number-of-non-overlapping-palindrome-substrings
2011.9703133514,2477,"Minimum Fuel Cost to Report to the Capital",minimum-fuel-cost-to-report-to-the-capital
2011.3542735398,1102,"Path With Maximum Minimum Value",path-with-maximum-minimum-value
2011.0496162515,2333,"Minimum Sum of Squared Difference",minimum-sum-of-squared-difference
2010.5524756946,880,"Decoded String at Index",decoded-string-at-index
2009.7322365973,1981,"Minimize the Difference Between Target and Chosen Elements",minimize-the-difference-between-target-and-chosen-elements
2008.4065079100,1223,"Dice Roll Simulation",dice-roll-simulation
2005.5862669078,1888,"Minimum Number of Flips to Make the Binary String Alternating",minimum-number-of-flips-to-make-the-binary-string-alternating
2005.3737929084,2448,"Minimum Cost to Make Array Equal",minimum-cost-to-make-array-equal
2005.2755755378,1761,"Minimum Degree of a Connected Trio in a Graph",minimum-degree-of-a-connected-trio-in-a-graph
2004.5346526204,1927,"Sum Game",sum-game
2003.5794613668,2092,"Find All People With Secret",find-all-people-with-secret
2001.4515854273,2850,"Minimum Moves to Spread Stones Over Grid",minimum-moves-to-spread-stones-over-grid
2001.2074132383,2328,"Number of Increasing Paths in a Grid",number-of-increasing-paths-in-a-grid
2000.8441804448,1686,"Stone Game VI",stone-game-vi
2000.8021428612,911,"Online Election",online-election
1999.1208076854,765,"Couples Holding Hands",couples-holding-hands
1998.8899147120,2488,"Count Subarrays With Median K",count-subarrays-with-median-k
1997.7013718153,2250,"Count Number of Rectangles Containing Each Point",count-number-of-rectangles-containing-each-point
1997.1824403719,1274,"Number of Ships in a Rectangle",number-of-ships-in-a-rectangle
1995.2937073376,1986,"Minimum Number of Work Sessions to Finish the Tasks",minimum-number-of-work-sessions-to-finish-the-tasks
1994.3618892548,927,"Three Equal Parts",three-equal-parts
1992.0032292739,1625,"Lexicographically Smallest String After Applying Operations",lexicographically-smallest-string-after-applying-operations
1990.7738526153,963,"Minimum Area Rectangle II",minimum-area-rectangle-ii
1990.2800994214,756,"Pyramid Transition Matrix",pyramid-transition-matrix
1989.5369509422,902,"Numbers At Most N Given Digit Set",numbers-at-most-n-given-digit-set
1985.2504512337,928,"Minimize Malware Spread II",minimize-malware-spread-ii
1985.2417520906,940,"Distinct Subsequences II",distinct-subsequences-ii
1984.9685663849,2963,"Count the Number of Good Partitions",count-the-number-of-good-partitions
1983.7044070600,1733,"Minimum Number of People to Teach",minimum-number-of-people-to-teach
1983.2319731313,1250,"Check If It Is a Good Array",check-if-it-is-a-good-array
1982.5085994817,805,"Split Array With Same Average",split-array-with-same-average
1981.3072959787,2861,"Maximum Number of Alloys",maximum-number-of-alloys
1979.9454101467,2151,"Maximum Good People Based on Statements",maximum-good-people-based-on-statements
1979.4930406060,3138,"Minimum Length of Anagram Concatenation",minimum-length-of-anagram-concatenation
1979.1323403633,1278,"Palindrome Partitioning III",palindrome-partitioning-iii
1979.1112273597,1882,"Process Tasks Using Servers",process-tasks-using-servers
1976.7214151234,1092,"Shortest Common Supersequence ",shortest-common-supersequence
1975.9693382075,2831,"Find the Longest Equal Subarray",find-the-longest-equal-subarray
1975.5726300727,907,"Sum of Subarray Minimums",sum-of-subarray-minimums
1973.7407637067,1488,"Avoid Flood in The City",avoid-flood-in-the-city
1970.4608098164,1032,"Stream of Characters",stream-of-characters
1969.9845549158,835,"Image Overlap",image-overlap
1969.2019235672,1943,"Describe the Painting",describe-the-painting
1967.5589835406,2872,"Maximum Number of K-Divisible Components",maximum-number-of-k-divisible-components
1967.3284576938,1293,"Shortest Path in a Grid with Obstacles Elimination",shortest-path-in-a-grid-with-obstacles-elimination
1966.7067914206,1969,"Minimum Non-Zero Product of the Array Elements",minimum-non-zero-product-of-the-array-elements
1965.1266122355,2439,"Minimize Maximum of Array",minimize-maximum-of-array
1964.3793590858,815,"Bus Routes",bus-routes
1962.3314335449,802,"Find Eventual Safe States",find-eventual-safe-states
1962.2005269503,1642,"Furthest Building You Can Reach",furthest-building-you-can-reach
1961.4987013156,1537,"Get the Maximum Score",get-the-maximum-score
1960.5763266754,2350,"Shortest Impossible Sequence of Rolls",shortest-impossible-sequence-of-rolls
1960.5517123728,2392,"Build a Matrix With Conditions",build-a-matrix-with-conditions
1959.2696201953,2564,"Substring XOR Queries",substring-xor-queries
1956.7059585934,1463,"Cherry Pickup II",cherry-pickup-ii
1954.2533254344,1696,"Jump Game VI",jump-game-vi
1953.1377267440,2434,"Using a Robot to Print the Lexicographically Smallest String",using-a-robot-to-print-the-lexicographically-smallest-string
1952.7073399331,1737,"Change Minimum Characters to Satisfy One of Three Conditions",change-minimum-characters-to-satisfy-one-of-three-conditions
1951.5918682146,2435,"Paths in Matrix Whose Sum Is Divisible by K",paths-in-matrix-whose-sum-is-divisible-by-k
1951.3509259668,1259,"Handshakes That Don't Cross",handshakes-that-dont-cross
1951.2096212775,1690,"Stone Game VII",stone-game-vii
1949.0920823355,1153,"String Transforms Into Another String",string-transforms-into-another-string
1948.4895007790,2509,"Cycle Length Queries in a Tree",cycle-length-queries-in-a-tree
1947.8832856412,2516,"Take K of Each Character From Left and Right",take-k-of-each-character-from-left-and-right
1947.5013967785,1631,"Path With Minimum Effort",path-with-minimum-effort
1945.7515607928,1793,"Maximum Score of a Good Subarray",maximum-score-of-a-good-subarray
1945.5095833982,1482,"Minimum Number of Days to Make m Bouquets",minimum-number-of-days-to-make-m-bouquets
1944.5673996888,2227,"Encrypt and Decrypt Strings",encrypt-and-decrypt-strings
1940.6002290953,2111,"Minimum Operations to Make the Array K-Increasing",minimum-operations-to-make-the-array-k-increasing
1940.2116985812,2762,"Continuous Subarrays",continuous-subarrays
1939.9323330472,1760,"Minimum Limit of Balls in a Bag",minimum-limit-of-balls-in-a-bag
1939.5601655260,2925,"Maximum Score After Applying Operations on a Tree",maximum-score-after-applying-operations-on-a-tree
1938.6883365596,777,"Swap Adjacent in LR String",swap-adjacent-in-lr-string
1938.2224916289,866,"Prime Palindrome",prime-palindrome
1938.0586460002,2411,"Smallest Subarrays With Maximum Bitwise OR",smallest-subarrays-with-maximum-bitwise-or
1936.6613414859,813,"Largest Sum of Averages",largest-sum-of-averages
1934.7806230835,3133,"Minimum Array End",minimum-array-end
1934.3556201811,1818,"Minimum Absolute Sum Difference",minimum-absolute-sum-difference
1933.9571917853,827,"Making A Large Island",making-a-large-island
1933.2169470617,1964,"Find the Longest Valid Obstacle Course at Each Position",find-the-longest-valid-obstacle-course-at-each-position
1932.3730795204,996,"Number of Squareful Arrays",number-of-squareful-arrays
1931.7335479582,1574,"Shortest Subarray to be Removed to Make Array Sorted",shortest-subarray-to-be-removed-to-make-array-sorted
1931.0849921121,1798,"Maximum Number of Consecutive Values You Can Make",maximum-number-of-consecutive-values-you-can-make
1929.9086934334,1705,"Maximum Number of Eaten Apples",maximum-number-of-eaten-apples
1929.8973433160,2018,"Check if Word Can Be Placed In Crossword",check-if-word-can-be-placed-in-crossword
1929.3184180196,1802,"Maximum Value at a Given Index in a Bounded Array",maximum-value-at-a-given-index-in-a-bounded-array
1928.7961204946,2654,"Minimum Number of Operations to Make All Array Elements Equal to 1",minimum-number-of-operations-to-make-all-array-elements-equal-to-1
1928.2304187946,1562,"Find Latest Group of Size M",find-latest-group-of-size-m
1927.4000816649,1449,"Form Largest Integer With Digits That Add up to Target",form-largest-integer-with-digits-that-add-up-to-target
1926.7059583253,1727,"Largest Submatrix With Rearrangements",largest-submatrix-with-rearrangements
1924.9646394910,1745,"Palindrome Partitioning IV",palindrome-partitioning-iv
1922.9521758079,2731,"Movement of Robots",movement-of-robots
1919.7433862082,1552,"Magnetic Force Between Two Balls",magnetic-force-between-two-balls
1919.6391896894,1416,"Restore The Array",restore-the-array
1919.1749818083,1130,"Minimum Cost Tree From Leaf Values",minimum-cost-tree-from-leaf-values
1918.9960035055,2069,"Walking Robot Simulation II",walking-robot-simulation-ii
1917.4314822412,3002,"Maximum Size of a Set After Removals",maximum-size-of-a-set-after-removals
1917.2145829853,2398,"Maximum Number of Robots Within Budget",maximum-number-of-robots-within-budget
1917.2052894619,3144,"Minimum Substring Partition of Equal Character Frequency",minimum-substring-partition-of-equal-character-frequency
1917.1049672432,2673,"Make Costs of Paths Equal in a Binary Tree",make-costs-of-paths-equal-in-a-binary-tree
1916.0689858272,1043,"Partition Array for Maximum Sum",partition-array-for-maximum-sum
1915.2628132733,2594,"Minimum Time to Repair Cars",minimum-time-to-repair-cars
1914.6717285348,2147,"Number of Ways to Divide a Long Corridor",number-of-ways-to-divide-a-long-corridor
1913.9308694730,2875,"Minimum Size Subarray in Infinite Array",minimum-size-subarray-in-infinite-array
1913.6704728453,1373,"Maximum Sum BST in Binary Tree",maximum-sum-bst-in-binary-tree
1912.8455659711,1671,"Minimum Number of Removals to Make Mountain Array",minimum-number-of-removals-to-make-mountain-array
1912.8440554296,1898,"Maximum Number of Removable Characters",maximum-number-of-removable-characters
1912.1926699881,2680,"Maximum OR",maximum-or
1912.0829958001,1147,"Longest Chunked Palindrome Decomposition",longest-chunked-palindrome-decomposition
1911.8282317986,2296,"Design a Text Editor",design-a-text-editor
1911.7063530593,2049,"Count Nodes With the Highest Score",count-nodes-with-the-highest-score
1911.1959516695,873,"Length of Longest Fibonacci Subsequence",length-of-longest-fibonacci-subsequence
1909.5535861652,2585,"Number of Ways to Earn Points",number-of-ways-to-earn-points
1909.4189035523,991,"Broken Calculator",broken-calculator
1908.9411092109,3067,"Count Pairs of Connectable Servers in a Weighted Tree Network",count-pairs-of-connectable-servers-in-a-weighted-tree-network
1908.3866125757,1124,"Longest Well-Performing Interval",longest-well-performing-interval
1904.6714229335,3081,"Replace Question Marks in String to Minimize Its Value",replace-question-marks-in-string-to-minimize-its-value
1904.5020747926,3122,"Minimum Number of Operations to Satisfy Conditions",minimum-number-of-operations-to-satisfy-conditions
1904.2279434479,2608,"Shortest Cycle in a Graph",shortest-cycle-in-a-graph
1903.1973989877,2602,"Minimum Operations to Make All Array Elements Equal",minimum-operations-to-make-all-array-elements-equal
1900.8434122725,1665,"Minimum Initial Energy to Finish Tasks",minimum-initial-energy-to-finish-tasks
1899.6213866649,823,"Binary Trees With Factors",binary-trees-with-factors
1898.8339532179,2901,"Longest Unequal Adjacent Groups Subsequence II",longest-unequal-adjacent-groups-subsequence-ii
1897.5516652727,1878,"Get Biggest Three Rhombus Sums in a Grid",get-biggest-three-rhombus-sums-in-a-grid
1897.3309169423,780,"Reaching Points",reaching-points
1897.1863301576,2360,"Longest Cycle in a Graph",longest-cycle-in-a-graph
1896.7975214446,878,"Nth Magical Number",nth-magical-number
1896.4053993495,3030,"Find the Grid of Region Average",find-the-grid-of-region-average
1896.1411567598,1871,"Jump Game VII",jump-game-vii
1894.5496928891,3036,"Number of Subarrays That Match a Pattern II",number-of-subarrays-that-match-a-pattern-ii
1893.5143805402,2327,"Number of People Aware of a Secret",number-of-people-aware-of-a-secret
1892.1600619469,1722,"Minimize Hamming Distance After Swap Operations",minimize-hamming-distance-after-swap-operations
1891.8455273506,2537,"Count the Number of Good Subarrays",count-the-number-of-good-subarrays
1891.4136735248,3097,"Shortest Subarray With OR at Least K II",shortest-subarray-with-or-at-least-k-ii
1889.4554322242,2817,"Minimum Absolute Difference Between Elements With Constraint",minimum-absolute-difference-between-elements-with-constraint
1886.7040111218,2305,"Fair Distribution of Cookies",fair-distribution-of-cookies
1885.9015646531,2064,"Minimized Maximum of Products Distributed to Any Store",minimized-maximum-of-products-distributed-to-any-store
1885.1051527272,1066,"Campus Bikes II",campus-bikes-ii
1885.0178370385,1326,"Minimum Number of Taps to Open to Water a Garden",minimum-number-of-taps-to-open-to-water-a-garden
1883.3541964032,2054,"Two Best Non-Overlapping Events",two-best-non-overlapping-events
1882.0842446557,2976,"Minimum Cost to Convert String I",minimum-cost-to-convert-string-i
1881.6810367589,1255,"Maximum Score Words Formed by Letters",maximum-score-words-formed-by-letters
1880.7433591583,858,"Mirror Reflection",mirror-reflection
1880.5909929633,1536,"Minimum Swaps to Arrange a Binary Grid",minimum-swaps-to-arrange-a-binary-grid
1880.4226853663,1106,"Parsing A Boolean Expression",parsing-a-boolean-expression
1880.3261182293,754,"Reach a Number",reach-a-number
1880.0511044074,2101,"Detonate the Maximum Bombs",detonate-the-maximum-bombs
1877.8983358307,1234,"Replace the Substring for Balanced String",replace-the-substring-for-balanced-string
1877.5624603804,752,"Open the Lock",open-the-lock
1876.3854625677,955,"Delete Columns to Make Sorted II",delete-columns-to-make-sorted-ii
1876.3611046625,1838,"Frequency of the Most Frequent Element",frequency-of-the-most-frequent-element
1876.1460190080,1392,"Longest Happy Prefix",longest-happy-prefix
1875.4217845362,2808,"Minimum Seconds to Equalize a Circular Array",minimum-seconds-to-equalize-a-circular-array
1874.6468976233,1015,"Smallest Integer Divisible by K",smallest-integer-divisible-by-k
1873.0424923433,2975,"Maximum Square Area by Removing Fences From a Field",maximum-square-area-by-removing-fences-from-a-field
1873.0367582475,1001,"Grid Illumination",grid-illumination
1872.0350138774,1526,"Minimum Number of Increments on Subarrays to Form a Target Array",minimum-number-of-increments-on-subarrays-to-form-a-target-array
1871.8245218615,2008,"Maximum Earnings From Taxi",maximum-earnings-from-taxi
1871.3112059413,1589,"Maximum Sum Obtained of Any Permutation",maximum-sum-obtained-of-any-permutation
1869.4024391280,2002,"Maximum Product of the Length of Two Palindromic Subsequences",maximum-product-of-the-length-of-two-palindromic-subsequences
1868.9864493463,2212,"Maximum Points in an Archery Competition",maximum-points-in-an-archery-competition
1868.9146755896,924,"Minimize Malware Spread",minimize-malware-spread
1868.1914861381,1616,"Split Two Strings to Make Palindrome",split-two-strings-to-make-palindrome
1867.9916069568,1717,"Maximum Score From Removing Substrings",maximum-score-from-removing-substrings
1867.8619694847,1605,"Find Valid Matrix Given Row and Column Sums",find-valid-matrix-given-row-and-column-sums
1866.3014601125,1340,"Jump Game V",jump-game-v
1865.3441063734,2039,"The Time When the Network Becomes Idle",the-time-when-the-network-becomes-idle
1864.5644306171,2767,"Partition String Into Minimum Beautiful Substrings",partition-string-into-minimum-beautiful-substrings
1864.0948676111,1163,"Last Substring in Lexicographical Order",last-substring-in-lexicographical-order
1861.4906863586,1993,"Operations on Tree",operations-on-tree
1860.7429342910,1996,"The Number of Weak Characters in the Game",the-number-of-weak-characters-in-the-game
1860.5166780235,2301,"Match Substring After Replacement",match-substring-after-replacement
1858.9581916885,1744,"Can You Eat Your Favorite Candy on Your Favorite Day?",can-you-eat-your-favorite-candy-on-your-favorite-day
1857.6431822094,1584,"Min Cost to Connect All Points",min-cost-to-connect-all-points
1856.8610192187,2266,"Count Number of Texts",count-number-of-texts
1856.6336926997,3035,"Maximum Palindromes After Operations",maximum-palindromes-after-operations
1855.5957296285,799,"Champagne Tower",champagne-tower
1855.5611536940,2800,"Shortest String That Contains Three Strings",shortest-string-that-contains-three-strings
1855.4479039876,1202,"Smallest String With Swaps",smallest-string-with-swaps
1855.3770461540,1546,"Maximum Number of Non-Overlapping Subarrays With Sum Equals Target",maximum-number-of-non-overlapping-subarrays-with-sum-equals-target
1854.9547783559,1334,"Find the City With the Smallest Number of Neighbors at a Threshold Distance",find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance
1854.0126399812,1269,"Number of Ways to Stay in the Same Place After Some Steps",number-of-ways-to-stay-in-the-same-place-after-some-steps
1853.0880092558,1301,"Number of Paths with Max Score",number-of-paths-with-max-score
1851.7255023016,2162,"Minimum Cost to Set Cooking Time",minimum-cost-to-set-cooking-time
1851.2677996923,2830,"Maximize the Profit as the Salesman",maximize-the-profit-as-the-salesman
1850.8490524791,1152,"Analyze User Website Visit Pattern",analyze-user-website-visit-pattern
1850.5506342426,1477,"Find Two Non-overlapping Sub-arrays Each With Target Sum",find-two-non-overlapping-sub-arrays-each-with-target-sum
1850.4091449367,1775,"Equal Sum Arrays With Minimum Number of Operations",equal-sum-arrays-with-minimum-number-of-operations
1849.8122180044,2059,"Minimum Operations to Convert Number",minimum-operations-to-convert-number
1849.0388401196,3176,"Find the Maximum Length of a Good Subsequence I",find-the-maximum-length-of-a-good-subsequence-i
1848.5480405143,3180,"Maximum Total Reward Using Operations I",maximum-total-reward-using-operations-i
1848.0912848518,1177,"Can Make Palindrome from Substring",can-make-palindrome-from-substring
1847.2077654978,1258,"Synonymous Sentences",synonymous-sentences
1846.4077077642,1514,"Path with Maximum Probability",path-with-maximum-probability
1846.3568350016,874,"Walking Robot Simulation",walking-robot-simulation
1845.6611654401,2598,"Smallest Missing Non-negative Integer After Operations",smallest-missing-non-negative-integer-after-operations
1845.0428731248,1504,"Count Submatrices With All Ones",count-submatrices-with-all-ones
1844.6289439644,1411,"Number of Ways to Paint N × 3 Grid",number-of-ways-to-paint-n-3-grid
1843.2383664194,2576,"Find the Maximum Number of Marked Indices",find-the-maximum-number-of-marked-indices
1841.4067816266,2013,"Detect Squares",detect-squares
1840.9122452886,2332,"The Latest Time to Catch a Bus",the-latest-time-to-catch-a-bus
1839.9203623221,2311,"Longest Binary Subsequence Less Than or Equal to K",longest-binary-subsequence-less-than-or-equal-to-k
1837.8252904904,1559,"Detect Cycles in 2D Grid",detect-cycles-in-2d-grid
