Rating,ID,Title,Title Slug,Difficulty,premium,status
1652.5809810428,1311,Get Watched Videos by Your Friends,get-watched-videos-by-your-friends,Medium,False,
1651.5845871727,750,Number Of Corner Rectangles,number-of-corner-rectangles,Medium,True,
1651.569267834,2343,Query Kth Smallest Trimmed Number,query-kth-smallest-trimmed-number,Medium,False,
1649.9728054796,1367,Linked List in Binary Tree,linked-list-in-binary-tree,Medium,False,
1649.7120733311,2523,Closest Prime Numbers in Range,closest-prime-numbers-in-range,Medium,False,
1649.2000410344,2571,Minimum Operations to Reduce an Integer to 0,minimum-operations-to-reduce-an-integer-to-0,Medium,False,
1648.3540381514,2423,Remove Letter To Equalize Frequency,remove-letter-to-equalize-frequency,Easy,False,
1648.341757882,870,Advantage Shuffle,advantage-shuffle,Medium,False,
1648.0880791614,1975,Maximum Matrix Sum,maximum-matrix-sum,Medium,False,
1646.1943237127,1358,Number of Substrings Containing All Three Characters,number-of-substrings-containing-all-three-characters,Medium,False,
1646.1765343383,2226,Maximum Candies Allocated to K Children,maximum-candies-allocated-to-k-children,Medium,False,
1645.0308414414,3153,Sum of Digit Differences of All Pairs,sum-of-digit-differences-of-all-pairs,Medium,False,
1643.5283095007,2196,Create Binary Tree From Descriptions,create-binary-tree-from-descriptions,Medium,False,
1643.1325351423,2024,Maximize the Confusion of an Exam,maximize-the-confusion-of-an-exam,Medium,False,
1642.1446933109,2275,Largest Combination With Bitwise AND Greater Than Zero,largest-combination-with-bitwise-and-greater-than-zero,Medium,False,
1641.9424376927,2375,Construct Smallest Number From DI String,construct-smallest-number-from-di-string,Medium,False,
1640.9591585343,2187,Minimum Time to Complete Trips,minimum-time-to-complete-trips,Medium,False,
1640.8976042503,2344,Minimum Deletions to Make Array Divisible,minimum-deletions-to-make-array-divisible,Hard,False,
1638.4147703093,2779,Maximum Beauty of an Array After Applying Operation,maximum-beauty-of-an-array-after-applying-operation,Medium,False,
1638.3134093066,1926,Nearest Exit from Entrance in Maze,nearest-exit-from-entrance-in-maze,Medium,False,
1638.1281256708,838,Push Dominoes,push-dominoes,Medium,False,
1638.0148920643,990,Satisfiability of Equality Equations,satisfiability-of-equality-equations,Medium,False,
1637.0082208814,1558,Minimum Numbers of Function Calls to Make Target Array,minimum-numbers-of-function-calls-to-make-target-array,Medium,False,
1636.7472106213,2512,Reward Top K Students,reward-top-k-students,Medium,False,
1636.6877598712,1386,Cinema Seat Allocation,cinema-seat-allocation,Medium,False,
1636.47322627,2384,Largest Palindromic Number,largest-palindromic-number,Medium,False,
1635.6879273926,1899,Merge Triplets to Form Target Triplet,merge-triplets-to-form-target-triplet,Medium,False,
1635.1802054842,3076,Shortest Uncommon Substring in an Array,shortest-uncommon-substring-in-an-array,Medium,False,
1635.1520858279,2471,Minimum Number of Operations to Sort a Binary Tree by Level,minimum-number-of-operations-to-sort-a-binary-tree-by-level,Medium,False,
1633.6202302555,1466,Reorder Routes to Make All Paths Lead to the City Zero,reorder-routes-to-make-all-paths-lead-to-the-city-zero,Medium,False,
1633.1789521619,1053,Previous Permutation With One Swap,previous-permutation-with-one-swap,Medium,False,
1633.1372577433,1319,Number of Operations to Make Network Connected,number-of-operations-to-make-network-connected,Medium,False,
1632.0191837349,820,Short Encoding of Words,short-encoding-of-words,Medium,False,
1631.5850830561,2580,Count Ways to Group Overlapping Ranges,count-ways-to-group-overlapping-ranges,Medium,False,
1631.338145683,1540,Can Convert String in K Moves,can-convert-string-in-k-moves,Medium,False,
1629.5416832545,1680,Concatenation of Consecutive Binary Numbers,concatenation-of-consecutive-binary-numbers,Medium,False,
1628.5072578803,1332,Remove Palindromic Subsequences,remove-palindromic-subsequences,Easy,False,
1626.6740430119,1182,Shortest Distance to Target Color,shortest-distance-to-target-color,Medium,True,
1626.3266982141,1366,Rank Teams by Votes,rank-teams-by-votes,Medium,False,
1625.9636825798,2684,Maximum Number of Moves in a Grid,maximum-number-of-moves-in-a-grid,Medium,False,
1625.7172632295,2860,Happy Students,happy-students,Medium,False,
1624.9775945043,785,Is Graph Bipartite?,is-graph-bipartite,Medium,False,
1624.4737611923,916,Word Subsets,word-subsets,Medium,False,
1623.9443250479,1248,Count Number of Nice Subarrays,count-number-of-nice-subarrays,Medium,False,
1622.8414025136,2086,Minimum Number of Buckets Required to Collect Rainwater from Houses,minimum-number-of-food-buckets-to-feed-the-hamsters,Medium,False,
1622.7743864401,2365,Task Scheduler II,task-scheduler-ii,Medium,False,
1622.3970914116,2425,Bitwise XOR of All Pairings,bitwise-xor-of-all-pairings,Medium,False,
1622.2389577197,2364,Count Number of Bad Pairs,count-number-of-bad-pairs,Medium,False,
1620.1553565725,3132,Find the Integer Added to Array II,find-the-integer-added-to-array-ii,Medium,False,
1619.505461912,2541,Minimum Operations to Make Array Equal II,minimum-operations-to-make-array-equal-ii,Medium,False,
1618.6016480451,1503,Last Moment Before All Ants Fall Out of a Plank,last-moment-before-all-ants-fall-out-of-a-plank,Medium,False,
1616.2067360638,2241,Design an ATM Machine,design-an-atm-machine,Medium,False,
1615.4767730477,1020,Number of Enclaves,number-of-enclaves,Medium,False,
1614.4877804672,2145,Count the Hidden Sequences,count-the-hidden-sequences,Medium,False,
1613.2485081262,2766,Relocate Marbles,relocate-marbles,Medium,False,
1613.0429766636,1277,Count Square Submatrices with All Ones,count-square-submatrices-with-all-ones,Medium,False,
1611.8434720083,2232,Minimize Result by Adding Parentheses to Expression,minimize-result-by-adding-parentheses-to-expression,Medium,False,
1611.7621820686,789,Escape The Ghosts,escape-the-ghosts,Medium,False,
1610.569398159,1524,Number of Sub-arrays With Odd Sum,number-of-sub-arrays-with-odd-sum,Medium,False,
1610.1866391145,1670,Design Front Middle Back Queue,design-front-middle-back-queue,Medium,False,
1609.7858209851,2438,Range Product Queries of Powers,range-product-queries-of-powers,Medium,False,
1608.577875807,2567,Minimum Score by Changing Two Elements,minimum-score-by-changing-two-elements,Medium,False,
1607.9038975431,3080,Mark Elements on Array by Performing Queries,mark-elements-on-array-by-performing-queries,Medium,False,
1607.80608595,962,Maximum Width Ramp,maximum-width-ramp,Medium,False,
1607.7036437819,2320,Count Number of Ways to Place Houses,count-number-of-ways-to-place-houses,Medium,False,
1607.4192947808,2745,Construct the Longest New String,construct-the-longest-new-string,Medium,False,
1607.0005715974,1123,Lowest Common Ancestor of Deepest Leaves,lowest-common-ancestor-of-deepest-leaves,Medium,False,
1606.9895296459,1300,Sum of Mutated Array Closest to Target,sum-of-mutated-array-closest-to-target,Medium,False,
1606.2185826486,1604,Alert Using Same Key-Card Three or More Times in a One Hour Period,alert-using-same-key-card-three-or-more-times-in-a-one-hour-period,Medium,False,
1604.9805572557,3107,Minimum Operations to Make Median of Array Equal to K,minimum-operations-to-make-median-of-array-equal-to-k,Medium,False,
1604.9737380545,809,Expressive Words,expressive-words,Medium,False,
1604.6299874552,2546,Apply Bitwise Operations to Make Strings Equal,apply-bitwise-operations-to-make-strings-equal,Medium,False,
1604.5128423093,2522,Partition String Into Substrings With Values at Most K,partition-string-into-substrings-with-values-at-most-k,Medium,False,
1604.1602280047,2424,Longest Uploaded Prefix,longest-uploaded-prefix,Medium,False,
1604.0695445163,2316,Count Unreachable Pairs of Nodes in an Undirected Graph,count-unreachable-pairs-of-nodes-in-an-undirected-graph,Medium,False,
1602.7742849665,2447,Number of Subarrays With GCD Equal to K,number-of-subarrays-with-gcd-equal-to-k,Medium,False,
1602.7242171967,2249,Count Lattice Points Inside a Circle,count-lattice-points-inside-a-circle,Medium,False,
1601.7402292728,3047,Find the Largest Area of Square Inside Two Rectangles,find-the-largest-area-of-square-inside-two-rectangles,Medium,False,
1601.511760532,926,Flip String to Monotone Increasing,flip-string-to-monotone-increasing,Medium,False,
1600.5573262373,1864,Minimum Number of Swaps to Make the Binary String Alternating,minimum-number-of-swaps-to-make-the-binary-string-alternating,Medium,False,
1599.2720584736,1048,Longest String Chain,longest-string-chain,Medium,False,
1597.5718383661,2750,Ways to Split Array Into Good Subarrays,ways-to-split-array-into-good-subarrays,Medium,False,
1597.1931473887,1218,Longest Arithmetic Subsequence of Given Difference,longest-arithmetic-subsequence-of-given-difference,Medium,False,
1597.0215918551,1247,Minimum Swaps to Make Strings Equal,minimum-swaps-to-make-strings-equal,Medium,False,
1596.9852244916,2476,Closest Nodes Queries in a Binary Search Tree,closest-nodes-queries-in-a-binary-search-tree,Medium,False,
1594.2563236049,822,Card Flipping Game,card-flipping-game,Medium,False,
1593.8926580448,1577,Number of Ways Where Square of Number Is Equal to Product of Two Numbers,number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers,Medium,False,
1591.5492530876,930,Binary Subarrays With Sum,binary-subarrays-with-sum,Medium,False,
1591.4725328821,1286,Iterator for Combination,iterator-for-combination,Medium,False,
1590.5791055102,969,Pancake Sorting,pancake-sorting,Medium,False,
1590.547713663,1573,Number of Ways to Split a String,number-of-ways-to-split-a-string,Medium,False,
1590.269030833,1664,Ways to Make a Fair Array,ways-to-make-a-fair-array,Medium,False,
1590.0883962313,893,Groups of Special-Equivalent Strings,groups-of-special-equivalent-strings,Medium,False,
1590.0463215721,877,Stone Game,stone-game,Medium,False,
1588.9690763997,1813,Sentence Similarity III,sentence-similarity-iii,Medium,False,
1588.4826339516,2844,Minimum Operations to Make a Special Number,minimum-operations-to-make-a-special-number,Medium,False,
1588.3835994255,1764,Form Array by Concatenating Subarrays of Another Array,form-array-by-concatenating-subarrays-of-another-array,Medium,False,
1585.5793143983,1030,Matrix Cells in Distance Order,matrix-cells-in-distance-order,Easy,False,
1583.3117784523,2536,Increment Submatrices by One,increment-submatrices-by-one,Medium,False,
1583.212966224,2874,Maximum Value of an Ordered Triplet II,maximum-value-of-an-ordered-triplet-ii,Medium,False,
1581.4963716166,2211,Count Collisions on a Road,count-collisions-on-a-road,Medium,False,
1581.4162718925,3021,Alice and Bob Playing Flower Game,alice-and-bob-playing-flower-game,Medium,False,
1580.9748095835,2765,Longest Alternating Subarray,longest-alternating-subarray,Easy,False,
1580.3620959714,1839,Longest Substring Of All Vowels in Order,longest-substring-of-all-vowels-in-order,Medium,False,
1579.2309881035,1743,Restore the Array From Adjacent Pairs,restore-the-array-from-adjacent-pairs,Medium,False,
1578.8503818621,1034,Coloring A Border,coloring-a-border,Medium,False,
1577.1141767118,2288,Apply Discount to Prices,apply-discount-to-prices,Medium,False,
1575.6324598387,1415,The k-th Lexicographical String of All Happy Strings of Length n,the-k-th-lexicographical-string-of-all-happy-strings-of-length-n,Medium,False,
1574.7542247682,981,Time Based Key-Value Store,time-based-key-value-store,Medium,False,
1574.0392121288,1578,Minimum Deletion Cost to Avoid Repeating Letters,minimum-time-to-make-rope-colorful,Medium,False,
1573.824807946,1423,Maximum Points You Can Obtain from Cards,maximum-points-you-can-obtain-from-cards,Medium,False,
1573.4042963622,1268,Search Suggestions System,search-suggestions-system,Medium,False,
1573.2701790739,931,Minimum Falling Path Sum,minimum-falling-path-sum,Medium,False,
1571.1721048101,779,K-th Symbol in Grammar,k-th-symbol-in-grammar,Medium,False,
1570.8347522104,1019,Next Greater Node In Linked List,next-greater-node-in-linked-list,Medium,False,
1569.7528744586,1109,Corporate Flight Bookings,corporate-flight-bookings,Medium,False,
1569.1579260438,2592,Maximize Greatness of an Array,maximize-greatness-of-an-array,Medium,False,
1567.6884942977,2044,Count Number of Maximum Bitwise-OR Subsets,count-number-of-maximum-bitwise-or-subsets,Medium,False,
1566.2526716951,769,Max Chunks To Make Sorted,max-chunks-to-make-sorted,Medium,False,
1565.2483424929,846,Hand of Straights,hand-of-straights,Medium,False,
1563.9451046163,800,Similar RGB Color,similar-rgb-color,Easy,True,
1563.2283814548,2970,Count the Number of Incremovable Subarrays I,count-the-number-of-incremovable-subarrays-i,Easy,False,
1562.9802666517,1008,Construct Binary Search Tree from Preorder Traversal,construct-binary-search-tree-from-preorder-traversal,Medium,False,
1562.9186033202,1452,People Whose List of Favorite Companies Is Not a Subset of Another List,people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list,Medium,False,
1562.7212466716,856,Score of Parentheses,score-of-parentheses,Medium,False,
1562.0956544608,2409,Count Days Spent Together,count-days-spent-together,Easy,False,
1561.2655635205,1256,Encode Number,encode-number,Medium,True,
1561.0553908973,1376,Time Needed to Inform All Employees,time-needed-to-inform-all-employees,Medium,False,
1559.9709348417,2470,Number of Subarrays With LCM Equal to K,number-of-subarrays-with-lcm-equal-to-k,Medium,False,
1558.9522968448,2310,Sum of Numbers With Units Digit K,sum-of-numbers-with-units-digit-k,Medium,False,
1558.7188539503,1144,Decrease Elements To Make Array Zigzag,decrease-elements-to-make-array-zigzag,Medium,False,
1558.6880035344,1181,Before and After Puzzle,before-and-after-puzzle,Medium,True,
1558.4971807039,1101,The Earliest Moment When Everyone Become Friends,the-earliest-moment-when-everyone-become-friends,Medium,True,
1558.1421869292,1243,Array Transformation,array-transformation,Easy,True,
1557.017055582,2007,Find Original Array From Doubled Array,find-original-array-from-doubled-array,Medium,False,
1556.8824239708,2131,Longest Palindrome by Concatenating Two Letter Words,longest-palindrome-by-concatenating-two-letter-words,Medium,False,
1552.8935571247,2461,Maximum Sum of Distinct Subarrays With Length K,maximum-sum-of-distinct-subarrays-with-length-k,Medium,False,
1550.4297615307,2207,Maximize Number of Subsequences in a String,maximize-number-of-subsequences-in-a-string,Medium,False,
1550.0978082682,2208,Minimum Operations to Halve Array Sum,minimum-operations-to-halve-array-sum,Medium,False,
1549.9747683007,2780,Minimum Index of a Valid Split,minimum-index-of-a-valid-split,Medium,False,
1549.945040184,2527,Find Xor-Beauty of Array,find-xor-beauty-of-array,Medium,False,
1548.4678056182,1329,Sort the Matrix Diagonally,sort-the-matrix-diagonally,Medium,False,
1548.1751146981,2456,Most Popular Video Creator,most-popular-video-creator,Medium,False,
1548.0854419238,1599,Maximum Profit of Operating a Centennial Wheel,maximum-profit-of-operating-a-centennial-wheel,Medium,False,
1547.5714796512,954,Array of Doubled Pairs,array-of-doubled-pairs,Medium,False,
1547.0385279086,758,Bold Words in String,bold-words-in-string,Medium,True,
1545.9654593951,2841,Maximum Sum of Almost Unique Subarray,maximum-sum-of-almost-unique-subarray,Medium,False,
1544.8391626032,1104,Path In Zigzag Labelled Binary Tree,path-in-zigzag-labelled-binary-tree,Medium,False,
1544.8261365027,1233,Remove Sub-Folders from the Filesystem,remove-sub-folders-from-the-filesystem,Medium,False,
1544.6371526659,794,Valid Tic-Tac-Toe State,valid-tic-tac-toe-state,Medium,False,
1543.1204810684,2811,Check if it is Possible to Split Array,check-if-it-is-possible-to-split-array,Medium,False,
1542.5630367445,812,Largest Triangle Area,largest-triangle-area,Easy,False,
1541.7840320661,1283,Find the Smallest Divisor Given a Threshold,find-the-smallest-divisor-given-a-threshold,Medium,False,
1541.6944600975,986,Interval List Intersections,interval-list-intersections,Medium,False,
1541.6176288991,1749,Maximum Absolute Sum of Any Subarray,maximum-absolute-sum-of-any-subarray,Medium,False,
1541.5405749918,1209,Remove All Adjacent Duplicates in String II,remove-all-adjacent-duplicates-in-string-ii,Medium,False,
1541.3741526845,2575,Find the Divisibility Array of a String,find-the-divisibility-array-of-a-string,Medium,False,
1541.348438509,1007,Minimum Domino Rotations For Equal Row,minimum-domino-rotations-for-equal-row,Medium,False,
1541.2260256298,1229,Meeting Scheduler,meeting-scheduler,Medium,True,
1540.8447688369,3128,Right Triangles,right-triangles,Medium,False,
1540.5750839091,1382,Balance a Binary Search Tree,balance-a-binary-search-tree,Medium,False,
1540.2351411176,2349,Design a Number Container System,design-a-number-container-system,Medium,False,
1539.2250193318,1992,Find All Groups of Farmland,find-all-groups-of-farmland,Medium,False,
1538.233149704,2178,Maximum Split of Positive Even Integers,maximum-split-of-positive-even-integers,Medium,False,
1537.1387686755,1023,Camelcase Matching,camelcase-matching,Medium,False,
1536.7018543075,1861,Rotating the Box,rotating-the-box,Medium,False,
1536.5893223179,2933,High-Access Employees,high-access-employees,Medium,False,
1535.3680469616,2958,Length of Longest Subarray With at Most K Frequency,length-of-longest-subarray-with-at-most-k-frequency,Medium,False,
1534.325005151,865,Smallest Subtree with all the Deepest Nodes,smallest-subtree-with-all-the-deepest-nodes,Medium,False,
1534.0648719302,1797,Design Authentication Manager,design-authentication-manager,Medium,False,
1533.9285875234,1362,Closest Divisors,closest-divisors,Medium,False,
1533.5722750742,3016,Minimum Number of Pushes to Type Word II,minimum-number-of-pushes-to-type-word-ii,Medium,False,
1533.47383662,2770,Maximum Number of Jumps to Reach the Last Index,maximum-number-of-jumps-to-reach-the-last-index,Medium,False,
1533.3376144199,1930,Unique Length-3 Palindromic Subsequences,unique-length-3-palindromic-subsequences,Medium,False,
1532.3349133769,2429,Minimize XOR,minimize-xor,Medium,False,
1532.2539947529,900,RLE Iterator,rle-iterator,Medium,False,
1530.6451141787,2591,Distribute Money to Maximum Children,distribute-money-to-maximum-children,Easy,False,
1530.495439788,1400,Construct K Palindrome Strings,construct-k-palindrome-strings,Medium,False,
1530.4652027753,1657,Determine if Two Strings Are Close,determine-if-two-strings-are-close,Medium,False,
1530.0343519239,1726,Tuple with Same Product,tuple-with-same-product,Medium,False,
1529.7617243868,881,Boats to Save People,boats-to-save-people,Medium,False,
1528.7183829005,1695,Maximum Erasure Value,maximum-erasure-value,Medium,False,
1527.6868660176,1921,Eliminate Maximum Number of Monsters,eliminate-maximum-number-of-monsters,Medium,False,
1526.2429110307,2918,Minimum Equal Sum of Two Arrays After Replacing Zeros,minimum-equal-sum-of-two-arrays-after-replacing-zeros,Medium,False,
1525.2146106195,2201,Count Artifacts That Can Be Extracted,count-artifacts-that-can-be-extracted,Medium,False,
1524.8218282113,1272,Remove Interval,remove-interval,Medium,True,
1524.5856276651,2997,Minimum Number of Operations to Make Array XOR Equal to K,minimum-number-of-operations-to-make-array-xor-equal-to-k,Medium,False,
1524.5693481538,1442,Count Triplets That Can Form Two Arrays of Equal XOR,count-triplets-that-can-form-two-arrays-of-equal-xor,Medium,False,
1524.3227469,1640,Check Array Formation Through Concatenation,check-array-formation-through-concatenation,Easy,False,
1523.4113866454,1829,Maximum XOR for Each Query,maximum-xor-for-each-query,Medium,False,
1523.2643084719,3152,Special Array II,special-array-ii,Medium,False,
1521.9977490324,1615,Maximal Network Rank,maximal-network-rank,Medium,False,
1521.7402232638,3091,Apply Operations to Make Sum of Array Greater Than or Equal to k,apply-operations-to-make-sum-of-array-greater-than-or-equal-to-k,Medium,False,
1521.7133617698,1763,Longest Nice Substring,longest-nice-substring,Easy,False,
1521.1768537583,1041,Robot Bounded In Circle,robot-bounded-in-circle,Medium,False,
1521.1616133347,2971,Find Polygon With the Largest Perimeter,find-polygon-with-the-largest-perimeter,Medium,False,
1519.2070276362,2865,Beautiful Towers I,beautiful-towers-i,Medium,False,
1519.1715594347,1641,Count Sorted Vowel Strings,count-sorted-vowel-strings,Medium,False,
1517.8263048447,2683,Neighboring Bitwise XOR,neighboring-bitwise-xor,Medium,False,
1517.259649092,3160,Find the Number of Distinct Colors Among the Balls,find-the-number-of-distinct-colors-among-the-balls,Medium,False,
1516.8229485853,775,Global and Local Inversions,global-and-local-inversions,Medium,False,
1516.4104902196,904,Fruit Into Baskets,fruit-into-baskets,Medium,False,
1515.4316202561,3106,Lexicographically Smallest String After Operations With Constraint,lexicographically-smallest-string-after-operations-with-constraint,Medium,False,
1515.1162664342,2849,Determine if a Cell Is Reachable at a Given Time,determine-if-a-cell-is-reachable-at-a-given-time,Medium,False,
1514.8181710611,1855,Maximum Distance Between a Pair of Values,maximum-distance-between-a-pair-of-values,Medium,False,
1512.3323577063,1557,Minimum Number of Vertices to Reach All Nodes,minimum-number-of-vertices-to-reach-all-nodes,Medium,False,
1511.3725353467,1110,Delete Nodes And Return Forest,delete-nodes-and-return-forest,Medium,False,
1509.6237874441,2671,Frequency Tracker,frequency-tracker,Medium,False,
1509.5562928491,2216,Minimum Deletions to Make Array Beautiful,minimum-deletions-to-make-array-beautiful,Medium,False,
1509.5432131875,1647,Minimum Deletions to Make Character Frequencies Unique,minimum-deletions-to-make-character-frequencies-unique,Medium,False,
1508.1169489285,1151,Minimum Swaps to Group All 1's Together,minimum-swaps-to-group-all-1s-together,Medium,True,
1508.099765827,1496,Path Crossing,path-crossing,Easy,False,
1507.8701119064,892,Surface Area of 3D Shapes,surface-area-of-3d-shapes,Easy,False,
1507.1617507911,2105,Watering Plants II,watering-plants-ii,Medium,False,
1506.8958220609,1387,Sort Integers by The Power Value,sort-integers-by-the-power-value,Medium,False,
1505.8669082864,1253,Reconstruct a 2-Row Binary Matrix,reconstruct-a-2-row-binary-matrix,Medium,False,
1505.82499953,1780,Check if Number is a Sum of Powers of Three,check-if-number-is-a-sum-of-powers-of-three,Medium,False,
1505.3120825678,2981,Find Longest Special Substring That Occurs Thrice I,find-longest-special-substring-that-occurs-thrice-i,Medium,False,
1504.9263037499,2761,Prime Pairs With Target Sum,prime-pairs-with-target-sum,Medium,False,
1504.8237159326,869,Reordered Power of 2,reordered-power-of-2,Medium,False,
1504.2133321504,2104,Sum of Subarray Ranges,sum-of-subarray-ranges,Medium,False,
1504.0178888667,1461,Check If a String Contains All Binary Codes of Size K,check-if-a-string-contains-all-binary-codes-of-size-k,Medium,False,
1502.6623568929,2661,First Completely Painted Row or Column,first-completely-painted-row-or-column,Medium,False,
1502.5363677723,2358,Maximum Number of Groups Entering a Competition,maximum-number-of-groups-entering-a-competition,Medium,False,
1502.2633100489,2708,Maximum Strength of a Group,maximum-strength-of-a-group,Medium,False,
1501.9080845668,2730,Find the Longest Semi-Repetitive Substring,find-the-longest-semi-repetitive-substring,Medium,False,
1501.6846714598,1750,Minimum Length of String After Deleting Similar Ends,minimum-length-of-string-after-deleting-similar-ends,Medium,False,
1501.1152614679,1090,Largest Values From Labels,largest-values-from-labels,Medium,False,
1500.9381282198,3096,Minimum Levels to Gain More Points,minimum-levels-to-gain-more-points,Medium,False,
1500.8381829812,915,Partition Array into Disjoint Intervals,partition-array-into-disjoint-intervals,Medium,False,
1499.7136257352,1525,Number of Good Ways to Split a String,number-of-good-ways-to-split-a-string,Medium,False,
1499.5903720292,2507,Smallest Value After Replacing With Sum of Prime Factors,smallest-value-after-replacing-with-sum-of-prime-factors,Medium,False,
1499.3290269267,1968,Array With Elements Not Equal to Average of Neighbors,array-with-elements-not-equal-to-average-of-neighbors,Medium,False,
1498.6899053656,3070,Count Submatrices with Top-Left Element and Sum Less Than k,count-submatrices-with-top-left-element-and-sum-less-than-k,Medium,False,
1498.1542511841,1904,The Number of Full Rounds You Have Played,the-number-of-full-rounds-you-have-played,Medium,False,
1497.8880991093,998,Maximum Binary Tree II,maximum-binary-tree-ii,Medium,False,
1496.9128643588,1208,Get Equal Substrings Within Budget,get-equal-substrings-within-budget,Medium,False,
1496.6441112156,3011,Find if Array Can Be Sorted,find-if-array-can-be-sorted,Medium,False,
1496.2502937005,2285,Maximum Total Importance of Roads,maximum-total-importance-of-roads,Medium,False,
1496.1462748679,2191,Sort the Jumbled Numbers,sort-the-jumbled-numbers,Medium,False,
1495.715740828,1685,Sum of Absolute Differences in a Sorted Array,sum-of-absolute-differences-in-a-sorted-array,Medium,False,
1495.5180147817,2419,Longest Subarray With Maximum Bitwise AND,longest-subarray-with-maximum-bitwise-and,Medium,False,
1495.3186477678,949,Largest Time for Given Digits,largest-time-for-given-digits,Medium,False,
1494.500749598,2483,Minimum Penalty for a Shop,minimum-penalty-for-a-shop,Medium,False,
1491.4638194905,1806,Minimum Number of Operations to Reinitialize a Permutation,minimum-number-of-operations-to-reinitialize-a-permutation,Medium,False,
1491.2092519226,3137,Minimum Number of Operations to Make Word K-Periodic,minimum-number-of-operations-to-make-word-k-periodic,Medium,False,
1490.8990184504,1759,Count Number of Homogenous Substrings,count-number-of-homogenous-substrings,Medium,False,
1490.2370387981,1296,Divide Array in Sets of K Consecutive Numbers,divide-array-in-sets-of-k-consecutive-numbers,Medium,False,
1489.7210915287,2658,Maximum Number of Fish in a Grid,maximum-number-of-fish-in-a-grid,Medium,False,
1489.0102202162,1175,Prime Arrangements,prime-arrangements,Easy,False,
1488.4453801606,3175,Find The First Player to win K Games in a Row,find-the-first-player-to-win-k-games-in-a-row,Medium,False,
1487.5826663483,1753,Maximum Score From Removing Stones,maximum-score-from-removing-stones,Medium,False,
1486.764933431,1637,Widest Vertical Area Between Two Points Containing No Points,widest-vertical-area-between-two-points-containing-no-points,Easy,False,
1486.4687014051,1566,Detect Pattern of Length M Repeated K or More Times,detect-pattern-of-length-m-repeated-k-or-more-times,Easy,False,
1486.2147876747,2840,Check if Strings Can be Made Equal With Operations II,check-if-strings-can-be-made-equal-with-operations-ii,Medium,False,
1485.6550472186,1190,Reverse Substrings Between Each Pair of Parentheses,reverse-substrings-between-each-pair-of-parentheses,Medium,False,
1485.135401269,1418,Display Table of Food Orders in a Restaurant,display-table-of-food-orders-in-a-restaurant,Medium,False,
1484.8385256564,2789,Largest Element in an Array after Merge Operations,largest-element-in-an-array-after-merge-operations,Medium,False,
1483.8137189709,1314,Matrix Block Sum,matrix-block-sum,Medium,False,
1483.48867803,3169,Count Days Without Meetings,count-days-without-meetings,Medium,False,
1483.3041242255,2904,Shortest and Lexicographically Smallest Beautiful String,shortest-and-lexicographically-smallest-beautiful-string,Medium,False,
1481.960807786,1807,Evaluate the Bracket Pairs of a String,evaluate-the-bracket-pairs-of-a-string,Medium,False,
1481.5701319876,1167,Minimum Cost to Connect Sticks,minimum-cost-to-connect-sticks,Medium,True,
1481.1046340847,2380,Time Needed to Rearrange a Binary String,time-needed-to-rearrange-a-binary-string,Medium,False,
1480.1120711991,3006,Find Beautiful Indices in the Given Array I,find-beautiful-indices-in-the-given-array-i,Medium,False,
1480.1116248664,1087,Brace Expansion,brace-expansion,Medium,True,
1479.9828219111,2501,Longest Square Streak in an Array,longest-square-streak-in-an-array,Medium,False,
1479.6908339113,2914,Minimum Number of Changes to Make Binary String Beautiful,minimum-number-of-changes-to-make-binary-string-beautiful,Medium,False,
1479.4837595809,1545,Find Kth Bit in Nth Binary String,find-kth-bit-in-nth-binary-string,Medium,False,
1479.0110934646,1166,Design File System,design-file-system,Medium,True,
1478.8676835951,2909,Minimum Sum of Mountain Triplets II,minimum-sum-of-mountain-triplets-ii,Medium,False,
1478.3848028264,1390,Four Divisors,four-divisors,Medium,False,
1477.7669322402,2645,Minimum Additions to Make Valid String,minimum-additions-to-make-valid-string,Medium,False,
1477.4844514104,951,Flip Equivalent Binary Trees,flip-equivalent-binary-trees,Medium,False,
1476.9118898539,2368,Reachable Nodes With Restrictions,reachable-nodes-with-restrictions,Medium,False,
1476.9062320302,2300,Successful Pairs of Spells and Potions,successful-pairs-of-spells-and-potions,Medium,False,
1474.0150725665,984,String Without AAA or BBB,string-without-aaa-or-bbb,Medium,False,
1473.864993045,1328,Break a Palindrome,break-a-palindrome,Medium,False,
1473.7057465272,1352,Product of the Last K Numbers,product-of-the-last-k-numbers,Medium,False,
1473.2523136772,897,Increasing Order Search Tree,increasing-order-search-tree,Easy,False,
1472.7864965062,2265,Count Nodes Equal to Average of Subtree,count-nodes-equal-to-average-of-subtree,Medium,False,
1471.8964024887,2047,Number of Valid Words in a Sentence,number-of-valid-words-in-a-sentence,Easy,False,
1471.6221713607,1093,Statistics from a Large Sample,statistics-from-a-large-sample,Medium,False,
1468.8739273624,2900,Longest Unequal Adjacent Groups Subsequence I,longest-unequal-adjacent-groups-subsequence-i,Easy,False,
1467.9366439696,2012,Sum of Beauty in the Array,sum-of-beauty-in-the-array,Medium,False,
1467.7383709213,2038,Remove Colored Pieces if Both Neighbors are the Same Color,remove-colored-pieces-if-both-neighbors-are-the-same-color,Medium,False,
